Adelaide,Albany,Albury,AliceSprings,Ballarat,Bendigo,Brisbane,Cairns,Canberra,Cobar,CoffsHarbour,Darwin,GoldCoast,Hobart,Launceston,Melbourne,Mildura,Moree,MountGambier,Newcastle,Nuriootpa,Penrith,Perth,Portland,Richmond,Sale,Sydney,Townsville,WaggaWagga,Wollongong
0.0,3.6,1.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.2,1.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,13.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.2,0.2,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8,26.2,1.6,0.0,1.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,1.2,0.0,2.6,0.0,0.0,0.0,3.4,2.6,0.0,0.2,0.0,0.0,1.2,0.0
2.0,0.8,3.2,0.0,5.0,14.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,2.0,18.0,5.4,0.0,0.0,17.8,0.0,5.2,0.2,8.6,13.6,0.0,0.0,0.0,0.0,1.6,0.0
0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0
0.0,3.6,0.0,0.0,1.2,1.8,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.8,4.2,2.8,0.0,0.0,2.2,0.0,0.4,0.0,4.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0
0.4,1.0,1.0,0.0,2.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,1.0,0.0,0.0,8.6,0.0,3.0,0.0,16.2,8.6,0.0,3.2,0.0,0.0,0.4,0.0
0.0,9.2,6.6,0.0,2.2,0.2,0.0,0.0,11.4,0.4,0.0,0.0,0.0,3.2,8.0,0.2,0.0,0.0,1.6,0.0,0.0,0.2,3.6,2.4,0.0,0.8,0.0,0.0,10.0,0.4
0.0,9.2,3.8,0.0,0.4,1.4,0.0,0.0,1.6,0.2,0.2,0.0,0.0,0.4,12.8,0.0,1.4,0.0,9.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2.0,3.8,1.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.4,0.2,0.0,0.0,20.6,0.0,3.0,,0.4,17.4,0.0,0.2,0.0,0.0,0.0,0.0
12.0,3.0,2.0,0.0,11.2,12.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,3.2,6.6,5.6,0.4,0.0,7.6,0.0,18.0,1.4,0.0,11.0,0.8,6.2,1.6,0.0,0.8,0.0
4.0,0.0,3.6,3.6,6.8,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,6.0,4.0,0.0,0.0,9.4,0.0,3.0,0.0,0.0,8.4,0.0,4.0,0.0,0.0,1.2,0.0
0.0,1.2,0.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,1.6,0.0,0.0,0.0,1.6,0.0,0.2,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.6,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3.4,3.8,0.0,0.0,0.0,0.0,0.0,0.0
6.6,4.4,4.2,0.0,5.2,1.4,0.0,0.0,1.6,0.4,0.6,0.0,0.0,1.0,13.0,0.0,4.6,0.6,7.2,0.2,0.0,0.4,0.0,7.2,0.0,1.4,0.0,0.0,2.2,0.4
15.8,2.6,13.4,0.0,10.8,2.8,0.0,0.0,6.2,0.0,0.0,0.0,0.0,8.6,18.4,4.2,0.4,1.4,10.8,0.2,0.0,0.0,0.2,5.8,0.2,1.6,0.2,0.0,3.4,0.2
2.6,0.0,1.4,0.0,1.6,0.4,1.0,0.0,0.0,0.0,0.2,0.0,3.0,3.8,0.2,0.0,0.0,2.2,7.2,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.8,0.0
1.6,7.6,3.0,0.0,2.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.2,7.6,0.0,1.6,0.0,0.0,0.6,0.0,4.2,0.0,1.8,3.6,0.0,0.2,0.0,0.0,0.0,0.0
0.0,9.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.4,3.4,0.0,2.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.2,0.0,1.4,0.0,0.2,0.2,0.0,0.0,0.0,1.2,0.0,0.0
3.4,0.0,1.4,0.0,0.2,1.4,0.0,0.6,0.6,,0.6,0.0,0.0,0.0,5.6,1.4,0.4,3.6,11.0,8.0,4.8,4.0,0.0,7.0,4.0,2.0,6.0,0.0,4.0,4.6
0.0,2.8,0.0,0.0,4.0,2.0,7.8,0.0,0.0,8.0,1.6,0.0,5.2,1.6,7.0,2.6,0.0,12.8,2.8,6.0,0.0,0.0,7.2,15.4,0.2,1.2,0.0,0.0,0.0,0.0
0.2,8.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2.2,1.2,0.0,0.0,0.8,0.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,7.0,0.0,2.6,0.2,0.8,8.0,0.0,0.0,0.0,0.0,1.0,1.0
0.2,15.0,0.0,0.0,6.2,0.0,15.2,0.0,5.2,0.0,1.8,10.2,7.0,14.8,9.2,4.8,0.2,4.0,0.6,0.8,1.0,0.2,6.0,0.0,0.0,8.0,5.4,0.0,0.8,1.4
0.0,0.2,0.0,0.0,1.0,0.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0,2.8,5.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.4,0.0,4.6,0.2,0.0,0.0,1.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0
0.0,13.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,14.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,1.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.2,2.8,0.0,0.6,0.0,0.0,0.2,0.0
0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2
0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.2,0.0,0.4,5.8,0.8,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.2,3.4,0.0,4.6,0.0,19.4,0.0,7.8,0.0,0.4,16.2,0.0,0.2,0.0,2.6,0.0,0.2
0.2,10.4,10.2,2.6,9.4,4.4,0.0,0.0,4.8,7.0,0.0,0.0,0.0,3.0,9.0,12.6,0.4,0.0,0.2,0.0,0.0,0.2,6.6,2.2,0.0,3.8,0.0,0.0,7.4,0.0
,10.6,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.6,0.4,0.0,5.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.6,0.2,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0
0.4,11.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8,5.2,0.0,0.0,0.0,0.8,0.0,0.8,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.2,11.8,8.4,0.0,25.8,20.6,0.2,0.0,4.8,1.0,3.0,0.0,0.6,0.0,0.1,16.6,7.2,2.8,31.4,0.0,12.0,0.2,2.0,15.4,0.0,6.4,0.0,0.0,4.2,0.2
5.2,0.4,28.8,0.0,0.8,0.0,0.0,0.0,27.0,0.4,2.0,0.0,0.0,26.0,2.8,0.0,11.2,0.6,1.6,0.0,7.0,9.0,0.4,2.0,0.0,2.2,4.4,0.0,7.8,7.8
0.2,3.2,1.4,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.4,0.2,0.0,20.0,0.0,0.4,0.0,0.2,3.2,0.0,0.2,0.0,0.0,0.2,0.0
2.8,0.6,0.0,0.0,4.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.2,8.0,0.0,0.0,0.8,0.0,6.0,0.0,0.0,3.2,0.0,1.8,0.0,0.0,0.0,0.0
8.2,0.0,6.0,0.0,15.8,16.8,0.0,0.0,3.4,0.0,0.0,0.0,0.0,2.2,4.8,11.8,4.8,0.0,6.6,0.0,0.0,0.0,0.0,11.6,0.0,17.8,0.0,0.0,2.0,0.0
1.2,0.0,1.6,0.0,4.8,0.4,0.0,0.0,3.4,0.0,0.0,15.0,0.0,32.4,0.0,2.0,1.2,0.0,4.6,0.0,0.0,0.0,0.0,4.8,0.0,10.2,0.0,0.0,5.6,0.0
0.8,3.4,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.6,0.0,0.0,0.0,0.0,21.0,0.0,1.8,0.2,0.0,1.2,0.0,0.0,0.0,0.0
0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.8,0.0,0.0,0.0,2.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2
0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.2,0.0,0.0,1.6,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,3.2,0.0,0.0,0.4,0.0,0.0,7.4,0.0,1.4,0.0,0.0,0.2,0.0,0.0,2.8,0.0,1.4,4.4,0.0,6.0,1.0,1.2,0.0,0.0,12.6,0.0,1.6,23.4
0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,11.8,0.0,0.2,0.0,0.0,38.2,0.0,0.6,33.8
0.0,1.6,0.2,0.0,0.0,2.8,0.4,0.0,0.2,0.0,14.8,18.2,0.4,0.0,0.0,0.0,0.0,0.0,1.2,2.4,0.0,3.6,0.0,1.6,0.0,1.4,3.4,0.0,0.0,12.2
0.0,2.2,0.0,0.0,0.2,0.0,0.0,0.0,4.0,0.0,1.4,0.0,0.0,3.2,1.0,3.0,0.0,0.0,5.2,5.8,3.0,6.2,0.0,3.4,0.0,0.4,6.6,0.0,0.0,13.2
0.0,0.4,3.6,0.0,5.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,13.2,0.0,0.8,1.8,0.0,1.8,0.0,0.2,0.0,0.0,1.2,0.0,7.8,7.0,0.0,1.8,5.0
0.0,0.2,0.0,0.0,2.4,0.0,2.4,0.0,1.6,0.0,0.0,0.0,2.0,1.2,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.2,0.8,0.8,2.2,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,5.0,0.0,0.0,0.0,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.2,0.0,0.0,0.0,0.2,24.4,0.0,0.0,6.6
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,11.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.4,0.0,2.4,0.0,2.2,0.0,0.0,4.6
3.0,0.8,0.0,0.0,0.4,0.0,1.0,0.2,1.0,0.0,0.2,0.0,4.6,0.0,0.0,0.8,0.0,1.0,1.6,3.2,0.4,0.6,0.2,4.2,0.4,1.4,0.0,0.0,3.6,0.0
6.4,1.4,2.0,0.0,4.4,2.4,1.8,0.0,1.8,0.6,0.0,0.0,0.4,15.4,6.8,0.8,0.2,0.2,9.8,4.4,15.0,0.2,0.0,9.6,0.0,3.8,0.0,0.0,2.6,0.2
6.2,0.0,7.0,0.0,6.2,13.8,10.2,0.0,2.2,0.0,0.0,0.8,0.0,6.0,17.4,3.2,2.8,0.0,32.6,0.0,7.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,5.6,0.0
0.8,0.0,1.4,0.0,4.0,0.6,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,1.6,1.8,0.0,0.0,7.8,1.4,5.6,0.4,0.0,10.6,0.0,2.0,0.0,0.0,0.4,0.0
1.4,0.0,6.8,0.0,2.8,3.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,5.4,1.6,0.0,12.8,0.0,0.6,0.0,0.0,5.8,0.0,1.0,0.0,0.0,3.8,0.0
0.2,0.0,0.0,0.0,3.6,6.2,0.0,0.0,1.0,0.0,0.0,0.0,,1.6,4.8,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,2.6,0.0,17.6,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7.0,0.0,0.0,2.2
0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,2.8,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,16.8,0.0,19.0,0.2,0.0,18.4,1.0,73.2,0.0,5.8,36.8
0.0,29.4,0.0,0.0,0.0,0.0,35.4,0.0,0.2,25.6,141.8,0.0,4.4,0.0,0.0,0.0,0.0,2.6,0.0,5.6,0.0,1.2,1.2,0.0,1.4,0.0,1.4,0.0,0.0,0.6
0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.2,8.6,0.8,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.6,0.6,0.0,0.0
0.0,5.4,0.0,0.0,1.4,0.0,4.4,1.2,0.0,0.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.6,0.0,2.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
0.0,0.0,0.0,0.0,1.2,1.4,0.0,1.8,0.0,0.0,0.0,0.2,0.0,4.0,3.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2
0.0,0.0,0.0,0.0,0.0,1.4,0.4,0.6,0.0,0.0,0.0,0.0,31.4,0.6,0.8,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.8,0.0,0.0,14.8,0.0,8.4,15.0,0.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.4,0.0,0.0,0.0,0.0,1.2,0.0,0.2,0.0,0.0,1.8,0.2,0.0,0.0,0.0,0.0,2.6
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.6,0.0,0.0,0.0,0.0,2.2
0.0,1.0,0.0,0.0,0.2,0.0,0.4,3.2,0.0,0.0,96.0,0.0,1.2,0.0,0.0,0.0,0.0,0.2,0.0,5.4,0.0,1.2,0.0,0.0,0.4,0.0,1.4,0.2,0.0,47.0
0.0,2.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,371.0,0.0,5.6,0.0,0.0,0.0,0.0,0.6,0.0,2.6,0.0,2.2,0.0,0.0,0.6,0.0,4.2,0.4,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,0.0,4.8,0.0,1.4,0.0,0.0,0.0,0.0,3.0,0.0,7.8,0.0,1.0,0.0,0.0,0.4,0.0,0.0,2.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,17.0,56.4,0.0,0.0,58.0,21.8,6.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,2.0,0.0,0.0,8.4,0.0,0.8,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.0,0.0,0.0,7.2,3.6,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,1.2,0.0,0.0
0.0,0.8,0.0,0.0,0.0,0.0,0.2,6.8,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8,0.0,0.0,0.0,23.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0
0.0,1.6,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,8.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.6,3.4,0.0,0.4,0.0,4.0,0.0,0.0,0.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.2,0.5,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
0.0,8.8,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0
0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,10.6,0.4,1.8,0.0,0.0,7.6,0.8,0.0,0.0,0.0,0.0,0.6,5.0,1.2,2.6,0.0,1.6,7.0,5.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
9.0,0.0,25.8,0.0,44.4,16.6,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45.8,39.8,0.0,10.0,0.0,16.2,0.0,0.0,10.6,0.0,6.6,0.0,0.0,0.6,0.0
0.0,0.0,0.4,0.0,17.2,4.6,0.0,1.0,0.0,0.2,0.0,0.6,0.0,3.2,6.0,16.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,2.2,0.0,0.0,0.6,0.0
0.0,0.0,0.0,0.0,0.2,0.0,1.2,0.0,1.8,7.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.6,0.0,5.8,0.0,,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.4
0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0
3.2,5.6,0.0,0.0,17.2,6.6,0.0,22.4,0.0,0.6,0.0,0.2,0.0,0.0,0.0,3.6,7.6,0.0,0.0,0.0,3.8,0.0,0.0,5.6,0.0,0.0,0.0,0.0,1.4,0.0
0.0,1.8,10.2,0.0,2.6,16.4,0.0,3.8,10.6,2.0,0.0,8.6,0.0,0.8,7.0,5.6,13.2,0.0,6.0,2.0,4.0,4.2,0.0,16.4,2.2,4.4,1.0,0.0,19.2,12.2
15.0,0.0,0.0,0.0,12.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,11.6,4.8,1.6,0.0,16.2,0.0,1.2,0.0,0.0,16.2,0.2,0.0,0.0,0.0,0.0,0.0
10.8,0.0,9.4,0.0,15.0,11.6,0.0,0.0,0.0,0.0,9.8,0.6,0.0,32.6,7.5,10.6,0.2,0.0,16.6,0.0,7.6,0.0,0.0,12.8,0.0,17.8,0.0,0.0,0.8,0.0
0.6,0.0,2.4,0.0,1.0,1.4,0.0,0.0,2.2,0.0,0.0,0.0,0.0,7.6,0.0,10.6,0.4,0.0,0.4,0.0,0.2,,0.0,0.6,0.0,8.0,0.0,0.6,4.8,0.0
0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,4.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,18.2,0.2,,0.0,0.0,5.2,0.2,4.4,0.0,4.2,2.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.0,10.2,0.0,0.0,7.2
0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,3.6,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
